Well,Well Position,Sample Name,Target Name,Reporter,Quencher,CT,Ct Mean,Automatic Ct Threshold,Ct Threshold
270,L6,000004-1265,mApoB,VIC,NFQ-MGB,26.97,27.051,FALSE,0.055
271,L7,000004-1266,Assay2,FAM,NFQ-MGB,Undetermined,,TRUE,0.161
271,L7,000004-1266,mApoB,VIC,NFQ-MGB,26.907,26.897,FALSE,0.055
272,L8,000004-1266,Assay2,FAM,NFQ-MGB,Undetermined,,TRUE,0.161
272,L8,000004-1266,mApoB,VIC,NFQ-MGB,26.635,26.897,FALSE,0.055
273,L9,000004-1267,Assay2,FAM,NFQ-MGB,Undetermined,,TRUE,0.161
273,L9,000004-1267,mApoB,VIC,NFQ-MGB,27.292,27.242,FALSE,0.055
274,L10,000004-1267,Assay2,FAM,NFQ-MGB,Undetermined,,TRUE,0.161
274,L10,000004-1267,mApoB,VIC,NFQ-MGB,26.979,27.242,FALSE,0.055
275,L11,000004-1268,Assay2,FAM,NFQ-MGB,27.472,27.497,TRUE,0.161
275,L11,000004-1268,mApoB,VIC,NFQ-MGB,26.458,26.449,FALSE,0.055
276,L12,000004-1268,Assay2,FAM,NFQ-MGB,27.331,27.497,TRUE,0.161
276,L12,000004-1268,mApoB,VIC,NFQ-MGB,26.228,26.449,FALSE,0.055
277,L13,000004-1269,Assay2,FAM,NFQ-MGB,26.978,26.928,TRUE,0.161
277,L13,000004-1269,mApoB,VIC,NFQ-MGB,26.915,26.855,FALSE,0.055
278,L14,000004-1269,Assay2,FAM,NFQ-MGB,26.803,26.928,TRUE,0.161
278,L14,000004-1269,mApoB,VIC,NFQ-MGB,26.752,26.855,FALSE,0.055
279,L15,000004-1270,Assay2,FAM,NFQ-MGB,27.728,27.687,TRUE,0.161
279,L15,000004-1270,mApoB,VIC,NFQ-MGB,26.778,26.728,FALSE,0.055
280,L16,000004-1270,Assay2,FAM,NFQ-MGB,27.552,27.687,TRUE,0.161
280,L16,000004-1270,mApoB,VIC,NFQ-MGB,26.607,26.728,FALSE,0.055
281,L17,000004-1271,Assay2,FAM,NFQ-MGB,Undetermined,37.934,TRUE,0.161
281,L17,000004-1271,mApoB,VIC,NFQ-MGB,27.62,27.766,FALSE,0.055
282,L18,000004-1271,Assay2,FAM,NFQ-MGB,Undetermined,37.934,TRUE,0.161
282,L18,000004-1271,mApoB,VIC,NFQ-MGB,27.524,27.766,FALSE,0.055
283,L19,000004-1272,Assay2,FAM,NFQ-MGB,27.618,27.544,TRUE,0.161
283,L19,000004-1272,mApoB,VIC,NFQ-MGB,26.676,26.519,FALSE,0.055
284,L20,000004-1272,Assay2,FAM,NFQ-MGB,27.269,27.544,TRUE,0.161
284,L20,000004-1272,mApoB,VIC,NFQ-MGB,26.219,26.519,FALSE,0.055
285,L21,PTC-4-1212,Assay2,FAM,NFQ-MGB,28.888,29.377,TRUE,0.161
285,L21,PTC-4-1212,mApoB,VIC,NFQ-MGB,27.968,28.538,FALSE,0.055
286,L22,PTC-4-1212,Assay2,FAM,NFQ-MGB,28.771,29.377,TRUE,0.161
286,L22,PTC-4-1212,mApoB,VIC,NFQ-MGB,27.915,28.538,FALSE,0.055
287,L23,PTC-4-1214,Assay2,FAM,NFQ-MGB,29.978,29.377,TRUE,0.161
287,L23,PTC-4-1214,mApoB,VIC,NFQ-MGB,29.13,28.538,FALSE,0.055
288,L24,PTC-4-1214,Assay2,FAM,NFQ-MGB,29.753,29.377,TRUE,0.161
288,L24,PTC-4-1214,mApoB,VIC,NFQ-MGB,29.278,28.538,FALSE,0.055
289,M1,000001-1201,Assay3,FAM,NFQ-MGB,23.826,23.58,TRUE,0.062
289,M1,000001-1201,mApoB,VIC,NFQ-MGB,27.499,27.305,FALSE,0.055
290,M2,000001-1201,Assay3,FAM,NFQ-MGB,23.379,23.58,TRUE,0.062
290,M2,000001-1201,mApoB,VIC,NFQ-MGB,27.121,27.305,FALSE,0.055
291,M3,000001-1202,Assay3,FAM,NFQ-MGB,22.028,21.59,TRUE,0.062
291,M3,000001-1202,mApoB,VIC,NFQ-MGB,26.643,26.219,FALSE,0.055
292,M4,000001-1202,Assay3,FAM,NFQ-MGB,21.193,21.59,TRUE,0.062
292,M4,000001-1202,mApoB,VIC,NFQ-MGB,25.89,26.219,FALSE,0.055
293,M5,000001-1203,Assay3,FAM,NFQ-MGB,22.126,21.72,TRUE,0.062
293,M5,000001-1203,mApoB,VIC,NFQ-MGB,25.799,25.37,FALSE,0.055
294,M6,000001-1203,Assay3,FAM,NFQ-MGB,21.501,21.72,TRUE,0.062
294,M6,000001-1203,mApoB,VIC,NFQ-MGB,25.187,25.37,FALSE,0.055
295,M7,000001-1204,Assay3,FAM,NFQ-MGB,22.408,21.406,TRUE,0.062
295,M7,000001-1204,mApoB,VIC,NFQ-MGB,26.113,25.065,FALSE,0.055
296,M8,000001-1204,Assay3,FAM,NFQ-MGB,20.888,21.406,TRUE,0.062
296,M8,000001-1204,mApoB,VIC,NFQ-MGB,24.532,25.065,FALSE,0.055
297,M9,000001-1205,Assay3,FAM,NFQ-MGB,Undetermined,37.2,TRUE,0.062
297,M9,000001-1205,mApoB,VIC,NFQ-MGB,27.295,26.506,FALSE,0.055
298,M10,000001-1205,Assay3,FAM,NFQ-MGB,35.612,37.2,TRUE,0.062
298,M10,000001-1205,mApoB,VIC,NFQ-MGB,26.018,26.506,FALSE,0.055
299,M11,000001-1206,Assay3,FAM,NFQ-MGB,Undetermined,37.413,TRUE,0.062
299,M11,000001-1206,mApoB,VIC,NFQ-MGB,26.556,25.941,FALSE,0.055
300,M12,000001-1206,Assay3,FAM,NFQ-MGB,Undetermined,37.413,TRUE,0.062
300,M12,000001-1206,mApoB,VIC,NFQ-MGB,25.709,25.941,FALSE,0.055
301,M13,000001-1207,Assay3,FAM,NFQ-MGB,23.328,22.677,TRUE,0.062
301,M13,000001-1207,mApoB,VIC,NFQ-MGB,27.015,26.303,FALSE,0.055
302,M14,000001-1207,Assay3,FAM,NFQ-MGB,22.604,22.677,TRUE,0.062
302,M14,000001-1207,mApoB,VIC,NFQ-MGB,26.147,26.303,FALSE,0.055
303,M15,000001-1208,Assay3,FAM,NFQ-MGB,22.501,22.093,TRUE,0.062
303,M15,000001-1208,mApoB,VIC,NFQ-MGB,27.156,26.744,FALSE,0.055
304,M16,000001-1208,Assay3,FAM,NFQ-MGB,21.825,22.093,TRUE,0.062
304,M16,000001-1208,mApoB,VIC,NFQ-MGB,26.443,26.744,FALSE,0.055
305,M17,000001-1209,Assay3,FAM,NFQ-MGB,22.899,22.617,TRUE,0.062
305,M17,000001-1209,mApoB,VIC,NFQ-MGB,26.58,26.262,FALSE,0.055
306,M18,000001-1209,Assay3,FAM,NFQ-MGB,22.501,22.617,TRUE,0.062
306,M18,000001-1209,mApoB,VIC,NFQ-MGB,26.146,26.262,FALSE,0.055
309,M21,PTC-5-929,Assay3,FAM,NFQ-MGB,24.064,23.457,TRUE,0.062
309,M21,PTC-5-929,mApoB,VIC,NFQ-MGB,27.625,27.039,FALSE,0.055
310,M22,PTC-5-929,Assay3,FAM,NFQ-MGB,24.159,23.457,TRUE,0.062
310,M22,PTC-5-929,mApoB,VIC,NFQ-MGB,27.614,27.039,FALSE,0.055
311,M23,PTC-5-932,Assay3,FAM,NFQ-MGB,22.858,23.457,TRUE,0.062
311,M23,PTC-5-932,mApoB,VIC,NFQ-MGB,26.445,27.039,FALSE,0.055
312,M24,PTC-5-932,Assay3,FAM,NFQ-MGB,22.853,23.457,TRUE,0.062
312,M24,PTC-5-932,mApoB,VIC,NFQ-MGB,26.428,27.039,FALSE,0.055
313,N1,000001-1201,Assay3,FAM,NFQ-MGB,23.698,23.58,TRUE,0.062
313,N1,000001-1201,mApoB,VIC,NFQ-MGB,27.443,27.305,FALSE,0.055
314,N2,000001-1201,Assay3,FAM,NFQ-MGB,23.416,23.58,TRUE,0.062
314,N2,000001-1201,mApoB,VIC,NFQ-MGB,27.157,27.305,FALSE,0.055
315,N3,000001-1202,Assay3,FAM,NFQ-MGB,21.67,21.59,TRUE,0.062
315,N3,000001-1202,mApoB,VIC,NFQ-MGB,26.325,26.219,FALSE,0.055
316,N4,000001-1202,Assay3,FAM,NFQ-MGB,21.47,21.59,TRUE,0.062
316,N4,000001-1202,mApoB,VIC,NFQ-MGB,26.019,26.219,FALSE,0.055
317,N5,000001-1203,Assay3,FAM,NFQ-MGB,21.792,21.72,TRUE,0.062
317,N5,000001-1203,mApoB,VIC,NFQ-MGB,25.413,25.37,FALSE,0.055
318,N6,000001-1203,Assay3,FAM,NFQ-MGB,21.461,21.72,TRUE,0.062
318,N6,000001-1203,mApoB,VIC,NFQ-MGB,25.081,25.37,FALSE,0.055
319,N7,000001-1204,Assay3,FAM,NFQ-MGB,21.497,21.406,TRUE,0.062
319,N7,000001-1204,mApoB,VIC,NFQ-MGB,25.097,25.065,FALSE,0.055
320,N8,000001-1204,Assay3,FAM,NFQ-MGB,20.831,21.406,TRUE,0.062
320,N8,000001-1204,mApoB,VIC,NFQ-MGB,24.52,25.065,FALSE,0.055
321,N9,000001-1205,Assay3,FAM,NFQ-MGB,37.082,37.2,TRUE,0.062
321,N9,000001-1205,mApoB,VIC,NFQ-MGB,26.42,26.506,FALSE,0.055
322,N10,000001-1205,Assay3,FAM,NFQ-MGB,38.907,37.2,TRUE,0.062
322,N10,000001-1205,mApoB,VIC,NFQ-MGB,26.29,26.506,FALSE,0.055
323,N11,000001-1206,Assay3,FAM,NFQ-MGB,Undetermined,37.413,TRUE,0.062
323,N11,000001-1206,mApoB,VIC,NFQ-MGB,25.984,25.941,FALSE,0.055
324,N12,000001-1206,Assay3,FAM,NFQ-MGB,37.413,37.413,TRUE,0.062
324,N12,000001-1206,mApoB,VIC,NFQ-MGB,25.518,25.941,FALSE,0.055
325,N13,000001-1207,Assay3,FAM,NFQ-MGB,22.307,22.677,TRUE,0.062
325,N13,000001-1207,mApoB,VIC,NFQ-MGB,25.976,26.303,FALSE,0.055
326,N14,000001-1207,Assay3,FAM,NFQ-MGB,22.468,22.677,TRUE,0.062
326,N14,000001-1207,mApoB,VIC,NFQ-MGB,26.075,26.303,FALSE,0.055
327,N15,000001-1208,Assay3,FAM,NFQ-MGB,22.098,22.093,TRUE,0.062
327,N15,000001-1208,mApoB,VIC,NFQ-MGB,26.747,26.744,FALSE,0.055
328,N16,000001-1208,Assay3,FAM,NFQ-MGB,21.949,22.093,TRUE,0.062
328,N16,000001-1208,mApoB,VIC,NFQ-MGB,26.631,26.744,FALSE,0.055
329,N17,000001-1209,Assay3,FAM,NFQ-MGB,22.682,22.617,TRUE,0.062
329,N17,000001-1209,mApoB,VIC,NFQ-MGB,26.317,26.262,FALSE,0.055
330,N18,000001-1209,Assay3,FAM,NFQ-MGB,22.387,22.617,TRUE,0.062
330,N18,000001-1209,mApoB,VIC,NFQ-MGB,26.006,26.262,FALSE,0.055
333,N21,PTC-5-929,Assay3,FAM,NFQ-MGB,24.085,23.457,TRUE,0.062
333,N21,PTC-5-929,mApoB,VIC,NFQ-MGB,27.643,27.039,FALSE,0.055
334,N22,PTC-5-929,Assay3,FAM,NFQ-MGB,23.997,23.457,TRUE,0.062
334,N22,PTC-5-929,mApoB,VIC,NFQ-MGB,27.575,27.039,FALSE,0.055
335,N23,PTC-5-932,Assay3,FAM,NFQ-MGB,22.777,23.457,TRUE,0.062
335,N23,PTC-5-932,mApoB,VIC,NFQ-MGB,26.495,27.039,FALSE,0.055
336,N24,PTC-5-932,Assay3,FAM,NFQ-MGB,22.862,23.457,TRUE,0.062
336,N24,PTC-5-932,mApoB,VIC,NFQ-MGB,26.486,27.039,FALSE,0.055
337,O1,000001-J1M,Assay5,FAM,NFQ-MGB,29.605,29.378,FALSE,0.149
337,O1,000001-J1M,rApoB,VIC,NFQ-MGB,24.465,24.156,FALSE,0.032
338,O2,000001-J1M,Assay5,FAM,NFQ-MGB,29.223,29.378,FALSE,0.149
338,O2,000001-J1M,rApoB,VIC,NFQ-MGB,23.971,24.156,FALSE,0.032
339,O3,000001-J2M,Assay5,FAM,NFQ-MGB,22.52,22.152,FALSE,0.149
339,O3,000001-J2M,rApoB,VIC,NFQ-MGB,23.494,23.034,FALSE,0.032
340,O4,000001-J2M,Assay5,FAM,NFQ-MGB,21.877,22.152,FALSE,0.149
340,O4,000001-J2M,rApoB,VIC,NFQ-MGB,22.808,23.034,FALSE,0.032
341,O5,000001-J3M,Assay5,FAM,NFQ-MGB,34.311,33.577,FALSE,0.149
341,O5,000001-J3M,rApoB,VIC,NFQ-MGB,23.86,22.773,FALSE,0.032
342,O6,000001-J3M,Assay5,FAM,NFQ-MGB,33.502,33.577,FALSE,0.149
342,O6,000001-J3M,rApoB,VIC,NFQ-MGB,21.941,22.773,FALSE,0.032
343,O7,000001-J4M,Assay5,FAM,NFQ-MGB,22.534,21.725,FALSE,0.149
343,O7,000001-J4M,rApoB,VIC,NFQ-MGB,23.359,22.588,FALSE,0.032
344,O8,000001-J4M,Assay5,FAM,NFQ-MGB,21.229,21.725,FALSE,0.149
344,O8,000001-J4M,rApoB,VIC,NFQ-MGB,22.157,22.588,FALSE,0.032
345,O9,000001-J1F,Assay5,FAM,NFQ-MGB,23.4,22.868,FALSE,0.149
345,O9,000001-J1F,rApoB,VIC,NFQ-MGB,24.232,23.768,FALSE,0.032
346,O10,000001-J1F,Assay5,FAM,NFQ-MGB,22.595,22.868,FALSE,0.149
346,O10,000001-J1F,rApoB,VIC,NFQ-MGB,23.567,23.768,FALSE,0.032
347,O11,000001-J2F,Assay5,FAM,NFQ-MGB,20.974,19.552,FALSE,0.149
347,O11,000001-J2F,rApoB,VIC,NFQ-MGB,22.591,21.174,FALSE,0.032
348,O12,000001-J2F,Assay5,FAM,NFQ-MGB,18.782,19.552,FALSE,0.149
348,O12,000001-J2F,rApoB,VIC,NFQ-MGB,20.254,21.174,FALSE,0.032
349,O13,000001-J3F,Assay5,FAM,NFQ-MGB,22.566,21.518,FALSE,0.149
349,O13,000001-J3F,rApoB,VIC,NFQ-MGB,23.557,22.477,FALSE,0.032
350,O14,000001-J3F,Assay5,FAM,NFQ-MGB,20.993,21.518,FALSE,0.149
350,O14,000001-J3F,rApoB,VIC,NFQ-MGB,21.873,22.477,FALSE,0.032
351,O15,000001-J4F,Assay5,FAM,NFQ-MGB,21.207,20.275,FALSE,0.149
351,O15,000001-J4F,rApoB,VIC,NFQ-MGB,22.975,22.049,FALSE,0.032
352,O16,000001-J4F,Assay5,FAM,NFQ-MGB,19.636,20.275,FALSE,0.149
352,O16,000001-J4F,rApoB,VIC,NFQ-MGB,21.358,22.049,FALSE,0.032
357,O21,PTC-6-316,Assay5,FAM,NFQ-MGB,23.474,23.43,FALSE,0.149
357,O21,PTC-6-316,rApoB,VIC,NFQ-MGB,24.592,24.564,FALSE,0.032
358,O22,PTC-6-316,Assay5,FAM,NFQ-MGB,23.31,23.43,FALSE,0.149
358,O22,PTC-6-316,rApoB,VIC,NFQ-MGB,24.391,24.564,FALSE,0.032
359,O23,PTC-6-317,Assay5,FAM,NFQ-MGB,23.427,23.43,FALSE,0.149
359,O23,PTC-6-317,rApoB,VIC,NFQ-MGB,24.574,24.564,FALSE,0.032
360,O24,PTC-6-317,Assay5,FAM,NFQ-MGB,23.496,23.43,FALSE,0.149
360,O24,PTC-6-317,rApoB,VIC,NFQ-MGB,24.577,24.564,FALSE,0.032
361,P1,000001-J1M,Assay5,FAM,NFQ-MGB,29.703,29.378,FALSE,0.149
361,P1,000001-J1M,rApoB,VIC,NFQ-MGB,24.296,24.156,FALSE,0.032
362,P2,000001-J1M,Assay5,FAM,NFQ-MGB,28.983,29.378,FALSE,0.149
362,P2,000001-J1M,rApoB,VIC,NFQ-MGB,23.892,24.156,FALSE,0.032
363,P3,000001-J2M,Assay5,FAM,NFQ-MGB,22.405,22.152,FALSE,0.149
363,P3,000001-J2M,rApoB,VIC,NFQ-MGB,23.087,23.034,FALSE,0.032
364,P4,000001-J2M,Assay5,FAM,NFQ-MGB,21.806,22.152,FALSE,0.149
364,P4,000001-J2M,rApoB,VIC,NFQ-MGB,22.747,23.034,FALSE,0.032
365,P5,000001-J3M,Assay5,FAM,NFQ-MGB,33.612,33.577,FALSE,0.149
365,P5,000001-J3M,rApoB,VIC,NFQ-MGB,23.055,22.773,FALSE,0.032
366,P6,000001-J3M,Assay5,FAM,NFQ-MGB,32.883,33.577,FALSE,0.149
366,P6,000001-J3M,rApoB,VIC,NFQ-MGB,22.236,22.773,FALSE,0.032
367,P7,000001-J4M,Assay5,FAM,NFQ-MGB,21.77,21.725,FALSE,0.149
367,P7,000001-J4M,rApoB,VIC,NFQ-MGB,22.635,22.588,FALSE,0.032
368,P8,000001-J4M,Assay5,FAM,NFQ-MGB,21.368,21.725,FALSE,0.149
368,P8,000001-J4M,rApoB,VIC,NFQ-MGB,22.202,22.588,FALSE,0.032
369,P9,000001-J1F,Assay5,FAM,NFQ-MGB,22.836,22.868,FALSE,0.149
369,P9,000001-J1F,rApoB,VIC,NFQ-MGB,23.729,23.768,FALSE,0.032
370,P10,000001-J1F,Assay5,FAM,NFQ-MGB,22.642,22.868,FALSE,0.149
370,P10,000001-J1F,rApoB,VIC,NFQ-MGB,23.546,23.768,FALSE,0.032
371,P11,000001-J2F,Assay5,FAM,NFQ-MGB,19.569,19.552,FALSE,0.149
371,P11,000001-J2F,rApoB,VIC,NFQ-MGB,21.377,21.174,FALSE,0.032
372,P12,000001-J2F,Assay5,FAM,NFQ-MGB,18.885,19.552,FALSE,0.149
372,P12,000001-J2F,rApoB,VIC,NFQ-MGB,20.474,21.174,FALSE,0.032
373,P13,000001-J3F,Assay5,FAM,NFQ-MGB,21.547,21.518,FALSE,0.149
373,P13,000001-J3F,rApoB,VIC,NFQ-MGB,22.564,22.477,FALSE,0.032
374,P14,000001-J3F,Assay5,FAM,NFQ-MGB,20.966,21.518,FALSE,0.149
374,P14,000001-J3F,rApoB,VIC,NFQ-MGB,21.915,22.477,FALSE,0.032
375,P15,000001-J4F,Assay5,FAM,NFQ-MGB,20.359,20.275,FALSE,0.149
375,P15,000001-J4F,rApoB,VIC,NFQ-MGB,22.205,22.049,FALSE,0.032
376,P16,000001-J4F,Assay5,FAM,NFQ-MGB,19.9,20.275,FALSE,0.149
376,P16,000001-J4F,rApoB,VIC,NFQ-MGB,21.658,22.049,FALSE,0.032
381,P21,PTC-6-316,Assay5,FAM,NFQ-MGB,23.469,23.43,FALSE,0.149
381,P21,PTC-6-316,rApoB,VIC,NFQ-MGB,24.571,24.564,FALSE,0.032
382,P22,PTC-6-316,Assay5,FAM,NFQ-MGB,23.531,23.43,FALSE,0.149
382,P22,PTC-6-316,rApoB,VIC,NFQ-MGB,24.584,24.564,FALSE,0.032
383,P23,PTC-6-317,Assay5,FAM,NFQ-MGB,23.306,23.43,FALSE,0.149
383,P23,PTC-6-317,rApoB,VIC,NFQ-MGB,24.631,24.564,FALSE,0.032
384,P24,PTC-6-317,Assay5,FAM,NFQ-MGB,23.427,23.43,FALSE,0.149
384,P24,PTC-6-317,rApoB,VIC,NFQ-MGB,24.595,24.564,FALSE,0.032
